"","HNSCC10_p14_HNSCC10_P14_B12","HNSCC6_p15_HNSCC6_P15_LN_C05","HNSCC5_p13_P13_F09","HNSCC10_p4_HNSCC10_P4_B11","HN25_P23_H02_S278_comb","HN28_P14_C01_S121_comb","HN25_P25_F03_S351_comb","HNSCC18_P13_C04_S316_comb","HN28_P15_D03_S327_comb","HNSCC18_P7_F10_S166_comb","HNSCC25_P20_D06_S330_comb","HNSCC18_P13_C01_S313_comb","HN25_P23_C01_S217_comb","HN28_P15_B10_S310_comb","HNSCC6_p8_HNSCC6_P8_A10","HNSCC25_P20_F06_S354_comb","HN28_P14_A04_S100_comb","HNSCC10_p14_HNSCC10_P14_G09","HNSCC17_P13_H06_S378_comb","HNSCC25_P20_B07_S307_comb","HNSCC25_P3_C11_S131_comb","HNSCC25_P4_A03_S195_comb","HNSCC16_P5_HNSCC16_P5_E05","HNSCC13_p19_HNSCC13_P19_C08","HNSCC_combo1_HNSCC_ComboP1_H01","HNSCC13_p19_HNSCC13_P19_B08","HNSCC16_P5_HNSCC16_P5_C01","HNSCC16_P7_HNSCC16_P7_B04","HNSCC16_P7_HNSCC16_P7_H10","HNSCC13_p19_HNSCC13_P19_C12","HNSCC13_p19_HNSCC13_P19_B11","HNSCC25_P2_B10_S22_comb","HNSCC13_p19_HNSCC13_P19_H10","HNSCC13_p19_HNSCC13_P19_C11","HNSCC13_p19_HNSCC13_P19_A06","HNSCC13_p19_HNSCC13_P19_D03","HNSCC13_p19_HNSCC13_P19_B07","HNSCC16_P4_HNSCC16_P4_E11","HNSCC13_p19_HNSCC13_P19_A05","HNSCC16_P5_HNSCC16_P5_D09","HNSCC5_p15_HNSCC5_P15_B11","HNSCC5_p15_HNSCC5_P15_C09","HNSCC5_p13_P13_A03","HNSCC5_p15_HNSCC5_P15_C06","HNSCC5_p15_HNSCC5_P15_G04","HNSCC5_p15_HNSCC5_P15_A05","HNSCC5_p15_HNSCC5_P15_E02","HNSCC5_p5_P5_F06","HNSCC5_p15_HNSCC5_P15_D07","HNSCC5_p15_HNSCC5_P15_B01","HNSCC5_p15_HNSCC5_P15_E01","HNSCC5_p13_P13_H04","HNSCC16_P2_G01_S73_comb","HNSCC13_p19_HNSCC13_P19_E12","HNSCC6_p15_HNSCC6_P15_LN_C12","HNSCC16_P2_G02_S74_comb","HNSCC6_p15_HNSCC6_P15_LN_E01","HNSCC5_p15_HNSCC5_P15_F05","HNSCC16_P2_C06_S30_comb","HNSCC18_P7_A10_S106_comb","HNSCC5_p7_HNSCC5_P7_E06","HNSCC5_p3_HNSCC5_P3_E10","HNSCC5_p7_HNSCC5_P7_D08","HNSCC25_P20_B05_S305_comb","HNSCC6_p8_HNSCC6_P8_H11","HNSCC6_p15_HNSCC6_P15_LN_C11","HNSCC6_p15_HNSCC6_P15_LN_A01","HNSCC24_P13_R_LN_B05_S113_comb","HNSCC5_p5_P5_F04","HN25_P5_C12_S36_comb","HNSCC6_p15_HNSCC6_P15_LN_B07","HNSCC5_p15_HNSCC5_P15_G07","HNSCC6_p15_HNSCC6_P15_LN_D08","HN25_P5_G10_S82_comb","HNSCC5_p7_HNSCC5_P7_D01","HNSCC6_p15_HNSCC6_P15_LN_F03","HNSCC5_p7_HNSCC5_P7_A10","HNSCC5_p15_HNSCC5_P15_A08","HNSCC24_P13_R_LN_F08_S164_comb","HNSCC5_p7_HNSCC5_P7_C06","HNSCC6_p15_HNSCC6_P15_LN_A03","HNSCC5_p11_p12_hnscc5_p11_p12_H11","HN28_P3P4_A02_S2_comb","HNSCC6_p15_HNSCC6_P15_LN_B08","HNSCC5_p5_P5_D09","HNSCC5_p3_HNSCC5_P3_C06","HNSCC5_p5_P5_B08","HNSCC5_p5_P5_C07","HNSCC5_p11_p12_hnscc5_p11_p12_E07","HNSCC24_P3_H01_S85_comb","HNSCC5_p5_P5_G04","HNSCC5_p11_p12_hnscc5_p11_p12_A02","HNSCC5_p11_p12_hnscc5_p11_p12_A04","HNSCC5_p11_p12_hnscc5_p11_p12_E12","HNSCC16_P9_G08_S272_comb","HNSCC5_p3_HNSCC5_P3_C05","HNSCC5_p5_P5_A06","HNSCC18_P13_A09_S297_comb","HNSCC6_p14_hnscc6_p14_E12","HNSCC5_p5_P5_C03","HNSCC20_P12_C03_S315_comb","HNSCC20_P3_B01_S13_comb","HNSCC20_P13_A10_S202_comb","HNSCC20_P13_C10_S226_comb","HNSCC6_p15_HNSCC6_P15_LN_H08","HNSCC20_P3_B02_S14_comb","HNSCC20_P3_H01_S85_comb","HNSCC20_P3_C01_S25_comb","HNSCC6_p15_HNSCC6_P15_LN_H01","HNSCC20_P12_D03_S327_comb","HNSCC20_P2_F12_S168_comb","HNSCC20_P13_H10_S286_comb","HNSCC20_P2_D06_S138_comb","HNSCC20_P13_A07_S199_comb","HNSCC6_p15_HNSCC6_P15_LN_H11","HNSCC20_P3_H09_S93_comb","HNSCC20_P3_E09_S57_comb","HNSCC20_P12_D12_S336_comb","HNSCC6_p15_HNSCC6_P15_LN_B01","HNSCC20_P13_A06_S198_comb","HNSCC18_P13_A05_S293_comb","HNSCC13_p1_HNSCC13_P1_G10","HNSCC16_P9_G11_S275_comb","HNSCC18_P3_H04_S376_comb","HNSCC24_P3_H06_S90_comb","HNSCC18_P7_G09_S177_comb","HN25_P5_F06_S66_comb","HNSCC17_P3_A02_S194_comb","HNSCC5_p3_HNSCC5_P3_F08","HNSCC_combo1_HNSCC_ComboP1_C02","HNSCC16_P7_HNSCC16_P7_G09","HNSCC24_P3_D10_S46_comb","HN25_P5_G12_S84_comb","HNSCC25_P4_D09_S237_comb","HNSCC_combo1_HNSCC_ComboP1_A07","HNSCC17_P3_F02_S254_comb","HNSCC24_P3_B01_S13_comb","HNSCC16_P4_HNSCC16_P4_H07","HNSCC16_P9_E08_S248_comb","HNSCC16_P7_HNSCC16_P7_H02","HN28_P3P4_B10_S22_comb","HN25_P5_B06_S18_comb","HN25_P5_A09_S9_comb","HNSCC28_P2_A12_S12_comb","HN28_P5_C01_S217_comb","HNSCC16_P4_HNSCC16_P4_B11","HN28_P3P4_D10_S46_comb","HN28_P3P4_E02_S50_comb","HN25_P5_H11_S95_comb","HNSCC25_P4_E02_S242_comb","HNSCC25_P3_A04_S100_comb","HN28_P3P4_A03_S3_comb","HN28_P3P4_E12_S60_comb","HNSCC25_P3_F04_S160_comb","HNSCC25_P3_B12_S120_comb","HNSCC25_P3_G06_S174_comb","HNSCC28_P2_G07_S79_comb","HNSCC28_P2_D02_S38_comb","HNSCC18_P7_G10_S178_comb","HNSCC16_P9_C02_S218_comb","HNSCC25_P12_B12_S120_comb","HNSCC12_p20_HNSCC12_P20_A08","HNSCC5_p11_p12_hnscc5_p11_p12_D05","HNSCC_17_P9_A06_S6_comb","HNSCC16_P9_G03_S267_comb","HN23_P11_F01_S61_comb","HNSCC_17_P9_D02_S38_comb","HNSCC16_P12_HNSCC16_P12_A03","HNSCC_17_P9_D11_S47_comb","HNSCC16_P11_HNSCC16_P11_E09","HNSCC16_P14_HNSCC16_P14_B03","HNSCC16_P11_HNSCC16_P11_D07","HNSCC12_p20_HNSCC12_P20_G01","HNSCC5_p11_p12_hnscc5_p11_p12_G11","HNSCC12_p19_HNSCC12_P19_E11","HNSCC18_P14_HNSCC18_P14_E10","HNSCC13_p19_HNSCC13_P19_H09","HNSCC18_P13_E02_S338_comb","HNSCC18_P15_G03_S75_comb"
"RDH16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53517420799543,0,0,0,0,0,0,3.49069091092285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASRGL1",0,0,0,6.38815565897845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8932535641247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09865069818918,0,4.85447532650458,5.07762533121519,3.76630129283023,0,4.5759286385073,3.61631491489765,4.24078445187006,0,4.91111692107342,0,0,0,0,0,0,0,3.92728804957978,3.00961961329162,0,2.28543495091423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7302603109542,0,0,0,0,0,0,0,0,4.54612556610036,0,0,2.57944769333459,0,4.66271568334886,0,0,4.59401625314804,0,0,0,0,0,0,0,0,0,0,4.04861431025395,0,3.67554762903882,0,3.82513338015334,0,0,0,0,0,0,0,3.33648407684478,0,0,5.40893636790924,0,0,0,5.536551313416,0,0,0,0,5.10074373363922,0,4.44980770578845,6.26779196031646,5.7464964189438,0,0,0,0,5.35400332631864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8320346634777,0,0,5.2114245818948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PFKM",0,0,0,0,0,0,0,0,0,4.95466490576289,0,0,5.80926409872438,0,5.5208288440487,0,0,0,0,0,5.1960029802789,0,0,0,6.03968424182425,4.67872418590067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53419794779158,4.70078805313187,4.64322283826792,4.48697104248625,5.38346985476925,0,5.51170731701129,4.72842855701341,2.57944769333459,0,0,0,4.86678367959125,5.29076052916072,2.86220890037755,4.84831743148996,5.23729631001076,2.57723108557776,3.93120380933789,3.88586683038805,4.96873820674012,2.50147899388167,0,3.94798295840633,0,0,3.66481180421764,5.17459767771928,4.12179924989026,4.1555645913776,3.05168140347914,2.49738025219603,0,3.19577076276885,0,3.05780198234106,0,3.62568956035002,0,0,2.7453483291146,0,3.76236376994268,0,0,0,0,0,0,0,0,0,0,3.05118732144852,0,0,0,0,0,0,3.68991377906857,4.91156036765183,3.73792443324098,4.03279817995655,4.87760098745194,4.02306664565054,0,5.1180642884237,3.27034273988321,4.38425853425673,4.66474603512604,4.6265659796793,3.74692286140978,3.99508538407022,4.28467732019954,0,0,4.3841814387177,4.49177913325247,4.51632100780639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46857354203374,3.28501195519318,6.20501520756433,4.94972540493248,4.95554943858209,5.00155539363575,5.45612411348481,0,3.93927281201471,0,5.7566206150921,7.29903030575345,7.20136933929372,0,7.89682274384795,0,0,6.69942302675954,0,0,0,0,0,0,0,0,0,5.57470973704688,0,0,0,0,0,0,0,0,0,0,0
"SLC1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.927859241518,0,0,0,0,0,0,0,0,0,0,0,0,4.2236207466003,0,4.25463181372257,0,0,0,0,3.31234885084377,3.47104015271002,0,3.13812416021721,0,0,0,0,0,4.147730434,0,0,0,0,3.9160173352009,0,0,2.49158159233114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6514043230052,2.51037523073574,4.11003471828142,0,0,0,2.27521269589523,0,0,2.64833960708582,0,0,3.86744492438582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRODH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36643342476791,0,0,5.31798861865404,0,0,0,0,0,0,0,6.51687291419432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20749750067969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39681712624105,4.32859125870253,3.79278949653508,4.08613272708458,0,4.47543820771137,3.9848975817176,4.70701027880662,0,3.0247958620624,0,4.36133456860485,2.16216722741543,0,0,0,3.60088255442185,4.78003909444607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54208189239376,0,0,5.1526596938372,6.20529750449033,0,3.04307393972435,0,0,0,0,0,6.01588915785991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASNS",0,0,6.64446106085223,0,5.26944809719792,0,6.67706377520868,0,5.85856453511961,0,5.21665956845553,0,0,5.64909669423287,0,0,5.99427892236417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88816583485769,4.52819141724556,0,0,0,0,0,0,0,0,3.5607446028259,0,0,0,2.47227007830145,0,0,0,0,0,3.91004748334481,0,0,0,0,5.56890304691765,0,0,4.60346541561724,0,5.35667698309452,4.4080525748713,0,0,4.52514891774692,0,0,5.26545885629269,0,0,0,0,0,0,0,0,0,0,0,4.24861050562954,0,0,0,0,0,0,0,0,0,0,0,5.06122042298718,3.64567230155144,4.33796902311559,4.85291754028937,4.327583176443,3.77232806841475,0,5.71682020036081,3.65943579685718,0,0,5.01353369268008,4.42181056099957,4.23741709045155,4.1994235118867,5.30959184291959,5.26981072049131,4.76892646354651,4.78138097100087,4.91510750092324,0,0,0,0,0,0,0,4.40820639829106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19025337097851,0,0,5.79872710821161,0,0,4.81458980032341,0,0,0,0,0,0,0,0,0,0,0,0
"PC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60821659182004,0,0,0,2.634801881715,0,0,0,4.09769463178244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96991224988701,0,0,0,0,0,0,0,0,0,4.35313988213296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45110985217064,0,0,4.74929007772475,5.07938214824961,4.86307738241911,5.24136322092915,0,4.81972073571725,5.2563171970359,3.41282919770658,3.60114158312404,3.52282056603927,4.76176200733249,4.30623288187006,4.44344784681408,4.4778832803206,3.03781939450485,2.78315204527638,3.49589940550911,0,4.14567171316688,4.85024667886637,3.41345823306861,0,0,0,0,0,0,0,0,0,0,0,0,3.94448397280247,0,0,0,0,0,0,4.30460047835343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59670776495028,0,0,0,0,0,0,0
"FAH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92157342258129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81429229994704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53294653827492,3.58323733823402,0,4.68247917536082,0,0,0,2.95338774391056,3.49986807888602,0,0,0,0,0,0,0,0,5.12850765566965,0,3.8643144625654,5.17153797455438,0,5.33202485928487,4.51456981874695,4.23263789588072,4.36094818261604,3.97218238504389,0,5.01434175146437,4.43179081775923,5.31762675027638,3.23436561424336,4.85039507236102,0,4.61434170993886,3.69983740727826,4.11154602263436,4.616681864662,4.35731540134369,0,0,0,0,3.03781939450485,0,0,0,0,0,0,5.35299159633589,0,0,0,0,0,0,0,0,4.98640543621059,0,0,0,5.63107089353867,0,0,0,0,0,0,5.10410674098004,0,0,0,0,0,0,0,2.26072522853531,0,0,0,0,0,3.09195241398419,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87979012743142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38117424427613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67273196055718,0,0,0,0,0,0,0,0,2.43972119715673,0,0,3.15830416265097,3.65191733453435,0,0,0,0,2.83023118159682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99726656250171,0,0,0,4.75661028938725,5.45749167094088,3.83342015070885,5.69383229999012,0,0,0,0,0,0,4.95827645467647,0,0,3.02678751592091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLAT",0,0,4.05574852306516,0,0,0,0,4.37623737587978,0,5.16716618029892,0,0,0,0,0,0,0,0,0,4.55439922954087,0,0,0,0,0,0,0,0,4.80060074081596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95603189209346,0,0,0,0,0,0,0,4.23827863251595,2.55023818869332,4.64269558635992,0,0,0,3.97834042238555,0,3.00621524162493,0,3.58323733823402,0,0,0,0,4.10772742371604,4.32928909865157,0,0,3.58903940960584,0,0,0,0,0,0,0,2.66856988977321,0,0,0,0,0,0,0,2.17475558946126,0,0,0,0,0,0,0,0,3.87386575465081,0,3.55909051519071,2.60266080247879,2.83383701931232,2.60266080247879,3.99637801578374,0,3.42593044003303,2.86451715987287,2.93171918130444,3.44550984589727,3.75515198667676,2.98117324075977,2.78746450394855,3.56161495144873,0,2.30258585874352,3.26037732947218,0,3.59180818275639,0,3.91503636246579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98420071821747,5.32536952861152,0,0,4.75407106127705,0,4.99332016104741,0,0,0,5.56746912420946,2.86965180302888,0,0,0,0,0,0,0,0,0,0,0,0,5.03526507191865,0,0,0,0,0,0,0,0,0,0,0,0,3.22091641558264
"PDHB",5.07477015361999,0,0,6.5413114724064,0,0,0,0,0,5.52406018585622,0,3.83491057927458,0,0,0,5.92931479970892,0,7.18734293572404,6.20917894319668,0,0,0,0,0,5.6948320946479,0,0,6.63022421198516,0,0,0,6.55282582949711,0,0,0,0,0,0,0,0,5.8824456909537,4.21773489610382,5.8290486908412,2.81544247021671,4.10740912235126,5.740862705244,4.93238867414422,6.21722325549064,0,5.78690508082065,5.51630435524286,4.91592027580969,0,0,5.09518617141436,6.0806605580365,6.23514245783891,5.1911996174814,4.74503062288784,4.91466415192586,4.79561202553507,5.60064711904145,0,6.4473761658655,0,3.91021111337845,4.18446192565317,5.79303021161965,5.97591989413176,0,0,0,4.91000825113698,5.99151491173603,4.90098822011743,0,5.9320827080008,0,6.00554585116675,6.00944257366005,5.59728079302776,4.90128403957152,0,0,0,0,5.86588675010172,4.73359082000319,4.60233190717362,0,4.7249859574908,4.74405898403981,0,5.96712758540253,3.95773801632619,5.47547944678195,0,0,5.28242640180467,5.49805547834582,3.74616653171735,4.83324598452566,4.41220498807439,4.49399166948803,4.60089597708869,0,4.36257090044989,5.03255008839505,4.1035088687956,4.93615265958345,5.70889753359782,6.01879337074284,5.5948453503901,4.67489297540923,4.22683663872729,3.53779854448285,5.55463246078998,4.02877847046568,4.20823049037617,4.05302390601574,5.16971650671868,0,5.43387352362855,0,0,5.27894691240376,0,0,0,0,4.73613382451527,5.84633414690795,0,0,0,0,6.65967716813818,6.32515003630444,5.81574147337681,6.64558307684523,3.95334997501709,6.50802254657137,6.13658588110779,5.36693534932986,5.57721845602039,6.55071967077943,5.56101562477644,5.69383229999012,6.13446592937806,6.43022008229688,5.88990567484919,0,0,6.36957708005451,0,0,0,0,7.13275972330697,0,0,5.45461252207868,6.64368966640479,5.63107089353867,5.84455615954166,6.35028922228813,0,0,0,6.70537989137148,0,6.64074427869832,0,0,0,6.8799985411621,0,6.90140302475928,0
"GATM",0,0,0,0,0,0,0,0,6.26384395475134,0,0,4.224640549958,0,0,0,0,3.04881471204301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52796325825529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26002404292609,0,4.14852210917189,0,0,0,0,0,5.33477326069534,0,0,4.00606521865935,5.0083906354593,4.74054556317979,6.06283054834719,0,0,0,0,0,2.43798868617692,0,0,0,3.7939565802531,0,3.20278314493111,0,3.0440644332979,4.08685087213194,0,0,0,0,3.25925812531642,0,2.28746545485284,0,2.91020720081798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11297751397073,0,0,2.94390078916568,0,0,4.65165586304365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGD",0,0,0,0,0,0,3.97834042238555,0,5.53992443452201,0,5.1485755946072,0,4.78056095035147,0,2.80454143398465,0,0,0,0,0,4.33951817416427,5.25617206121223,0,0,5.60558851171338,0,5.67747432066208,0,5.70875476620187,0,0,0,0,0,0,6.10916115174526,0,5.61733013988349,5.80257202591318,0,2.78563252029526,4.79159001578646,4.28163832334586,0,4.02556109638488,4.58652723062782,5.04773410001072,3.89653384126226,5.04700086393073,0,0,5.32464601131232,4.94611200836296,0,0,0,4.85314009092429,0,0,0,7.02841910906859,3.67094919248846,5.02381533707733,5.54329716728581,4.14899707684621,0,3.48034487293948,6.79594796036508,5.7469242596388,4.68623308086978,5.48015433569273,5.34120907842278,6.2651834860205,5.02205319071986,5.26183165996114,0,3.82081980636481,0,4.23334318865208,5.45007723919596,6.31747250004167,4.79024909619412,5.50983955864986,6.22787668587125,6.14626590640066,5.17583599996335,4.9517161256061,4.17807537243309,5.78327226004886,5.61661431244776,6.21637653967407,0,0,5.41492057676025,5.36852429306545,5.02910073599559,6.33233367296898,5.75334125780969,0,5.368090954861,6.87559121714378,7.04162340622568,7.40987557998339,7.57233019182204,6.67355868544375,7.45154692955039,7.58242713053204,7.18559826555804,7.04001660722058,6.61282817827629,6.94713618886479,7.25006787877931,6.72107613535716,7.50895227398059,6.30401692627685,6.33592518619516,7.08716439891838,6.89321944785796,6.63997285098863,7.19899680646315,5.04186738672751,0,5.61188944348178,0,0,0,6.06757169881433,0,6.52445812476416,5.67590239270824,0,0,4.88789268646547,5.79466815795259,0,0,0,0,0,0,0,0,0,0,0,4.92906679359825,5.50430740033981,3.23793156127647,5.3978294558432,0,6.03642728984971,0,0,0,0,0,0,0,0,4.4359336284551,0,5.15302430537548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44885251962878,0
